SrNo,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
4495,CGHS Dev Nagar,Block No.12,Govt. Quarters.,Opp. Mother dairy,"Karol Bagh, New Delhi-5",110005,25860275,28.65438862,77.18343817,0,Dispensaries,Delhi,Central,Karol Bagh,\N
4497,CGHS Rajpur Road,5 Rajpur Road,Civil Line,Near Aruna Asaf Ali Hospital,New Delhi,110054,011-23973646,28.66918432,77.21782879,0,Dispensaries,Delhi,Central,Civil Lines,\N
4498,CGHS Dev Nagar,Block No.12,Govt. Quarters.,Opp. Mother dairy,"Karol Bagh, New Delhi-5",110005,25860275,28.65438862,77.18343817,0,Dispensaries,Delhi,Central,Karol Bagh,\N
4500,CGHS Timarpur,Hancer Road,Timarpur,Near Police Station,Timarpur,110054,011-23813808,28.70802449,77.22408108,0,Dispensaries,Delhi,Central,Civil Lines,\N
4501,Rashmi Hospital,"JP-6,",Maurya Enclave Pitam Pura,,,110034,,28.703053,77.146646,0,<100 Bedded Hospital,Delhi,North West,Rohini,\N
4502,CGHS C.G. Road,Aram Bagh,Behind Paharganj police station,Paharganj,"Pahargaj, New Delhi-55",110055,23676019,28.64230804,77.2084171,0,Dispensaries,Delhi,Central,Kotwali,\N
4504,Prashant Nursing Home,"&#34;C-1/17,",Prashant Vihar,DELHI,,110085,27564555,28.715741,77.135145,0,Community Health Center,Delhi,North West,\N,\N
4508,CGHS New Rajinder Nagar,"Near Punjab National Bank Shankar Road,",New Rajender Nagar,New Rajender Nagar,"New Rajender Nagar, Delhi",110055,28742850,28.63572655,77.18438922,0,Dispensaries,Delhi,Central,Karol Bagh,\N
4510,CGHS Minto Road,"Ground Floor Hostel,","Minto Road, N.D",Minto Road,"Minto Road, New Delhi-02",110002,23234625,28.63918195,77.2269856,0,Dispensaries,Delhi,Central,Kotwali,\N
4511,CGHS Minto Road,"Ground Floor Hostel,","Minto Road, N.D",Minto Road,"Minto Road, New Delhi-02",110002,23234625,28.63918195,77.2269856,0,Dispensaries,Delhi,Central,Kotwali,\N
4513,Dr. Shroff Charity Eye Hospital,5027,"Kedar Nath Road, Daryaganj",,Daryganj,110002,9899287970,28.64,77.24,0,<100 Bedded Hospital,Delhi,Central,Kotwali,\N
4514,Northex Stone Clinic,"A-7,",Gujranwala Town,,,110009,27465435,28.698674,77.188056,0,Community Health Center,Delhi,North West,\N,\N
4515,North Delhi Nursing Home,PH-II,Ashok Vihar,,,110052,27422131,28.696377,77.179273,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4516,Sanjivini Nursing Home,13-D,Kamla Nagar,New Delhi,,110007,011-23843234,28.68,77.2,0,<100 Bedded Hospital,Delhi,Central,Civil Lines,\N
4518,Dr BD Attam Hospital and Medical Research Centre,10,"Pragati Market, Ashok Vihar II",,Ashok Vihar,110052,27220564,28.69622,77.173,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4521,CGHS Dispensary Dwarka,CGHS Dwarka,"PHC Complex,",Near Dwarka Flyover,Palam,110045,25056722,28.592133,77.082697,0,Dispensaries,Delhi,South-West,Dwarka,\N
4522,Garg Nursing Home,"3675/11,","Street No.11, Jai Mata Market, Trinagar",,,110035,27392112,28.71,77.105,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4523,CGHS Daryaganj,"Behind Golcha Cinema,","Near Post Office Daryaganj,","Near Post Office Daryaganj,",New Delhi-55,110055,23273043,28.64453508,77.23952641,0,Dispensaries,Delhi,Central,Kotwali,\N
4525,Mohan Eye Institute,11-B,"Ganga Ram Hospital Marg, Karol Bagh",,Karol Bagh,110060,1125787655,28.643408,77.19073,0,<100 Bedded Hospital,Delhi,Central,Karol Bagh,\N
4527,Gouri Hospital Ltd,30,Malka Ganj,Jawahar Nagar,New Delhi,110007,011-23854735,28.679735,77.208241,0,<100 Bedded Hospital,Delhi,Central,Civil Lines,\N
4528,Medha Hospital,"L-p-12-a, B,","Maya Enclave, Pitampura Delhi 110034",,,110034,27323960,28.698998,77.138417,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4529,CGHS Dispensary Palam Colony,CGHS Dispensary Palam colony,Manglapuri,Near Sabzi Mandi,,110045,25035839,28.590198,77.087088,0,Dispensaries,Delhi,South-West,Dwarka,\N
4530,CGHS Pusa Road,"29, Pusa Road,",New Rajinder Nagar,New Rajinder Nagar,"New Rajinder Nagar, N.D-60",110060,28758071,28.64448174,77.18953332,0,Dispensaries,Delhi,Central,Karol Bagh,\N
4531,Max Medcentre,"B Twin Tower, Near NTower, Wazirpur District Centre,","Pitampura, New Delhi, Delhi 110034",,,110034,4735 1844,28.695364,77.153549,0,District Hospital,Delhi,North West,Saraswati Vihar,\N
4533,Max Hospital,"FC-50,  Phone: 011 6642 2222","C & D Block, Shalimar Bagh, New Delhi",,,110088,6642 2222,28.716413,77.154585,0,District Hospital,Delhi,North West,\N,\N
4534,CGHS Paharganj,"Central Govt. Flats,","Chitra Gupta Road,","Paharganj,","Paharganj,  N.D-55",110055,23587511,28.64230804,77.2084171,0,Dispensaries,Delhi,Central,Kotwali,\N
4535,ESI Palam Colony,ESI Dispensary,Sector 7,Opposite Shruti Appartment,Dwarka,110075,25088415,28.583824,77.072469,0,Dispensaries,Delhi,South-West,Dwarka,\N
4537,Manna Clinic and Maternity Home,"WZ-1367,","Rani Bagh, Delhi-34",,,110034,27025259,28.686694,77.129393,0,Community Health Center,Delhi,North West,Saraswati Vihar,\N
4538,Mahavir International Eye Hospital,6550,"Main Qutab Road, Nabi Karim Paharganj",,Paharganj,110055,1123510770,28.650912,77.21561,0,<100 Bedded Hospital,Delhi,Central,Kotwali,\N
4539,ESI Najafgarh,ESI Dispensary House No. 1281-82,Najafgarh,Krishna Mandir Gali,Najafgarh,110043,25012143,28.611535,76.979403,0,Dispensaries,Delhi,South-West,Najafgarh,\N
4540,Maharaja Agarsain Hospital (Charitable),"Block D, Phase 1,","Ashok Vihar, New Delhi, Delhi",,,110052,27129193,28.69321,77.164693,0,<100 Bedded Hospital,Delhi,North West,Rohini,\N
4543,Kesar Hospital,Block AH,"Shalimar Bagh, New Delhi, Delhi 110088",,,110088,27472002,28.706732,77.163732,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4547,Dr. Sethi Panchsheel Nursing Home,24/56,Shakti Nagar,New Delhi,Shakti Nagar,110007,23841242,28.67,77.19,0,<100 Bedded Hospital,Delhi,Central,Civil Lines,\N
4550,Dr. Munjal Clinic,B-1430,Main Shastri Nagar,Market,New Delhi,110052,011-23646786,28.67417,77.18001,0,<100 Bedded Hospital,Delhi,Central,Civil Lines,\N
4551,Chaudhary Eye Centre,4802,"Bhagat Ram Road, Daryaganj",,Daryaganj,110002,1123243717,28.643098,77.243666,0,<100 Bedded Hospital,Delhi,Central,Kotwali,\N
4554,Hemraj Jain Hospital,A-6,"Outer Ring Road, Pitampura, Pushpanjali Enclave",Near Police Line,Pitampura,110034,42411719,28.695154,77.110077,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4555,Kaya Kalp Hospital,"12, Jharoda Majra",Part-II,Near Police Station,New Delhi,110084,011-27614600,28.73,77.2,0,<100 Bedded Hospital,Delhi,Central,Civil Lines,\N
4556,Parmarth Mission Hospital,23-Jul,Shakti Nagar,Shakti Nagar,New Delhi,110007,011-23842300,28.680963,77.197905,0,<100 Bedded Hospital,Delhi,Central,Civil Lines,\N
4557,Kesar Nursing Home Dabri,Street Number 12,Vashist Park Sagar Pur,,Sagar Pur,110046,28523683,28.609027,77.101,0,<100 Bedded Hospital,Delhi,South-West,Najafgarh,\N
4558,Sanjay Hospital And Maternity Centre Palam Colony,R Z 11,Palam,Main Road Palam Colony,,110045,2508 5241,28.587862,77.084112,0,<100 Bedded Hospital,Delhi,South-West,Dwarka,\N
4559,Jaipur Golden Hospital,2,"Institutional Area, Sector-02, Rohini",,Rohini,110085,27907000,28.69743,77.10951,0,100-500 Bedded Hospital,Delhi,North West,Rohini,\N
4560,Sharma Medical Center,B-112,Subhadra Colony,Daya Basti,New Delhi,110035,011-23651395,28.669743,77.179577,0,<100 Bedded Hospital,Delhi,Central,Kotwali,\N
4561,Sir Ganga Ram Hospital,Ganga Ram Hospital,Old Rajender Nagar,,Karolbagh,110060,1142254000,28.638371,77.189464,0,>500 Bedded Hospital,Delhi,Central,Karol Bagh,\N
4562,Jhamb Maternity and Medical Centre,BP-59,Shalimar Bagh,,Shalimar Bagh,110088,27476609,28.703486,77.163295,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4563,Saba Nursing Home,A1/1,DDA Flats,Inderlok,New Delhi,110035,011-23659982,28.679735,77.208241,0,<100 Bedded Hospital,Delhi,Central,Kotwali,\N
4564,Jivodaya Hospital,Phase-1,Institutional Area,Near Deep Market,Ashok Vihar,110052,27253204,28.6925,77.17195,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4565,Nazar Kanwar Surana Hospital,219-220,N.K. Surana Marg,Gulabi Bagh,New Delhi,110007,011-23640951,28.675024,77.191108,0,100-500 Bedded Hospital,Delhi,Central,Kotwali,\N
4567,Jiwan Charitable Hospital,R-226/227,Mangolpuri,,Mangolpuri,110083,27916689,28.723,77.0838,0,<100 Bedded Hospital,Delhi,North West,Rohini,\N
4568,Kanta Sethi Hospital,A-777-778,"Main Market, Avantika, Sector-02, Rohini",,Rohini,110085,27525262,28.70131,77.09866,0,<100 Bedded Hospital,Delhi,North West,Rohini,\N
4569,Bhagwan Mahavir Hospital,Bhagwan Mahavir Hospital,"Sector-14 Extension, Near Madhuban Chowk, Rohini",,Rohini,110085,27550441,28.7,77.13,0,<100 Bedded Hospital,Delhi,North West,Rohini,\N
4572,St. Stephens Hospital,St. Stephens Hospital,Tis Hazari,Near Tis Hazari Metro Station,Pulbangash,110054,1123966025,28.666816,77.214757,0,>500 Bedded Hospital,Delhi,Central,Kotwali,\N
4573,Sant Parmanand Hospital,18,"Shamnath Marg, Trust Hospital, Civil Line",Near Civil Line Metro Station,CIVIL LINE,110054,1123981260,28.677867,77.224241,0,100-500 Bedded Hospital,Delhi,Central,Civil Lines,\N
4574,Tirath Ram Shah Hospital,2,"RBI, Isher Das Sawhney Marg Rajpur Road",,CIVIL LINE,110054,1123972487,28.670374,77.216216,0,100-500 Bedded Hospital,Delhi,Central,Civil Lines,\N
4575,Dr. B.L.Kapoor Memorial Hospital,Dr. B.L.Kapoor Memorial Hospital,Rajender Place,Near Rajender Place Metro Station,Karolbagh,110005,1130653767,28.643636,77.180253,0,100-500 Bedded Hospital,Delhi,Central,Karol Bagh,\N
4577,Vishwa Yuvak Kendra,Circular Road,Pt. Uma Shanakr Dixit Marg,Opp Chanakyapuri Police station,Chankyapuri,110021,011 - 23013631,28.6039133,77.1950105,0,Dispensaries,Delhi,New Delhi,Chanakya Puri,\N
4578,Guru Nanak Eye Hospital,Minto Road,Mahavir Ranjeet Singh Marg,,Delhi Gate,110002,1123235145,28.638345,77.232589,0,100-500 Bedded Hospital,Delhi,Central,Kotwali,\N
4582,Maulana Azad Institute of Dental Science,2,Bahadur Shah Zafar Marg,Near Lok Naya Hospital,Delhi Gate,110002,1123233925,28.635765,77.239884,0,<100 Bedded Hospital,Delhi,Central,Kotwali,\N
4583,Govind Ballabh Pant Hospital,1,Jawaharlal Nehru Marg,,Delhi Gate,110002,1123234242,28.638778,77.234648,0,<100 Bedded Hospital,Delhi,Central,Kotwali,\N
4600,Aggarwal Hospital,B-16,"Main Road, Shalimar Bagh",,Shalimar Bagh,110088,27492406,28.712951,77.150666,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4609,Brahm Shakti Hospital,"U-1/76,",Budh Vihar,,Budh Vihar,110086,27537967,28.71231,77.08073,0,District Hospital,Delhi,North West,Rohini,\N
4610,Doctors Diagnostic Centre Najafgarh,"1441 A, Ward No 1& 5",Saini Mohalla,"Opp RHTC Najafgarh, Primary Health Centre",Najafgarh,110043,2501 4099,28.612762,76.987237,0,<100 Bedded Hospital,Delhi,South-West,Najafgarh,\N
4614,Bhagwati Hospital,CS/OCF-6,"Sector-13, Rohini",Near Printer Apartment,Rohini,110085,27868935,28.719233,77.129397,0,<100 Bedded Hospital,Delhi,North West,Rohini,\N
4621,Muni Maya Ram Jain Hospital,KD-Block,"Muni Maya Ram Marg, Pitampura",,Pitampura,110034,27317401,28.700089,77.141517,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4628,VIJAY NURSING HOME,F-24/25,"Opposite C Block, Sector-03, ROHINI",,Rohini,110085,,28.702335,77.101516,0,<100 Bedded Hospital,Delhi,North West,Rohini,\N
4636,Asha Community Health and Development Society,Asha Society,Sector-VI,Near CNG Petrol Pump,"Ekta Vihar, Near Mohan Singh Market",110022,011-26196857,28.56808333,77.17475,0,Dispensaries,Delhi,New Delhi,Vasant Vihar,\N
4637,Dr B R Sur Homoeopathic Medical college and Hospital,Nanakpura,Nanakpura,Near Nanakpura Gurudwara,south Motibagh,110021,011-24105298,28.58605556,77.16811111,0,<100 Bedded Hospital,Delhi,New Delhi,Delhi Cantonment,\N
4638,DGD Patiala House Court Dispensary,Patiala House,Court Complex,Near Tialak Marg Police Station,Tilak Marg Patiala House court,110001,011-23384209,28.61652535,77.23435072,0,Dispensaries,Delhi,New Delhi,Chanakya Puri,\N
4644,Orthoplus Hospital,RZ-B-28,Gopal Nagar,,Najafgarh,110043,28012195,28.611391,76.975674,0,<100 Bedded Hospital,Delhi,South-West,Najafgarh,\N
4648,Children & Maternity Centre,A-6/6,"Sec-16, Rohini",,Rohini,110085,27852066,28.741798,77.121485,0,<100 Bedded Hospital,Delhi,North West,Rohini,\N
4651,Family Hospital,B-859-70,"Avantika, Sec-01, Rohini",,Rohini,110085,27517874,28.701247,77.098469,0,<100 Bedded Hospital,Delhi,North West,Rohini,\N
4654,Maheshwari Hospital,F-1 U /41,Pitampura,Beside HDFC Bank,Pitampura,110034,27341460,28.698998,77.138417,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4656,Mittal Nursing Home,4302/5,"Jai Mata Market, Trinagar",,Trinagar,110035,27392526,28.678709,77.156967,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4668,Kuber Hospital,"12,","Chanderlok, Pitampura",,Pitampura,110034,27352931,28.69661,77.140516,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4675,Kumar Medical & Maternity Centre,AM-35,Shalimar Bagh,,Shalimar Bagh,110088,27479410,28.704107,77.160839,0,<100 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4676,Malik Maternity Home and Surgical Centre,"Furniture Market, Krishna Mandir Chowk","Chitra Colony,","Near Krishna Mandir,",Najafgarh,110043,25324692,28.615416,76.98275,0,<100 Bedded Hospital,Delhi,South-West,Najafgarh,\N
4684,Fortis Hospital,AA-Block,Shalimar Bagh,,,110088,45302222,28.709165,77.1702,0,100-500 Bedded Hospital,Delhi,North West,Saraswati Vihar,\N
4685,Bharti Nursingh Home,A-132,Sector-7,,Palam Extension,110075,25075530,28.587373,77.070168,0,<100 Bedded Hospital,Delhi,South-West,Dwarka,\N
4686,Shakuntla Nursing Home Sagarpur,RZ-I-81,Sagarpur,,New Delhi,110046,25383171,28.608336,77.095472,0,<100 Bedded Hospital,Delhi,South-West,Dwarka,\N
4697,Singhal Hospital Palam Colony,C-40,Street No-10,,"Sadh Nagar, Palam Colony",110045,25055191,28.588226,77.886555,0,<100 Bedded Hospital,Delhi,South-West,Dwarka,\N
4784,RBI Dispensary,"6,",Sansad Marg,Opposite Aakashvani Bhawan,Reserve Bank of India,110001,011-23452577,28.6208346,77.211628,0,Dispensaries,Delhi,New Delhi,Chanakya Puri,\N
4882,Divya Prastha Hospital,Divya Prastha Hospital,"Main Road, Palam Colony",Opp.Bagh Wala School,Raj Nagar Part I,110045,2536 5960,28.585636,77.089601,0,<100 Bedded Hospital,Delhi,South-West,Dwarka,\N
4913,Kalawati Saran Children Hospital,"8, Bangla Sahib Rd",Block 85,DIZ Area,Gole Market,110001,011-23365792,28.6354952,77.2119759,0,100-500 Bedded Hospital,Delhi,New Delhi,Chanakya Puri,\N
4914,President Estate Clinic,CGHS Dispensary,No. 27,Near R M L Hospital,North Avenue Area,110004,011-23092781,28.61914076,77.19892703,0,Dispensaries,Delhi,New Delhi,Chanakya Puri,\N
5515,Shree Dhanvantri Hospital,RZ-10 A,Main Gopal Nagar,Near Khera Mod,Najafgarh,110043,66358310,28.61131,76.97499,0,<100 Bedded Hospital,Delhi,South-West,Najafgarh,\N
5517,Ayushman Hospital,Plot No. 2,Sector 12,,Dwarka,110075,42811114,28.59654,77.049207,0,<100 Bedded Hospital,Delhi,South-West,Dwarka,\N
5518,Rockland Hospital Gurudwara Road,HAF-B,Phase-1,Sector-12,Dwarka,110075,4822 2222,28.59633387,77.04526902,0,<100 Bedded Hospital,Delhi,South-West,Dwarka,\N
5519,Bensups Hospital,Bensups Hospital,Dwarka,Sector-12,Dwarka,110078,4555 0000,28.592451,77.044602,0,100-500 Bedded Hospital,Delhi,South-West,Dwarka,\N
5521,SPG Dispensary,SPG Complex,Sec-8,,Dwarka,110045,25090322,28.56585821,77.07104879,0,Dispensaries,Delhi,South-West,Dwarka,\N
5522,Air Force Station Palam,Air Force Station,Palam,,,110010,25687194,28.6975,77.159389,0,Dispensaries,Delhi,South-West,Kapashera,\N
5523,CRPF Composite Hospital,"Part-1, Sainik Enclave, 243-244",Main Surakhpur Road,Jharoda Kalan,,110072,25315363,28.63871496,76.95736615,0,100-500 Bedded Hospital,Delhi,South-West,Najafgarh,\N
5525,SC Chhawla,Village Post Office,Chhawla,Near Gyan Jyoti School,,110071,25317328,28.69277778,77.00638889,0,SubCentre,Delhi,South-West,Najafgarh,\N
5527,SC Dichhao,Village Post Office,Dichhao,,,110043,,28.7025,76.16694444,0,SubCentre,Delhi,South-West,Najafgarh,\N
5528,SC Mitraon,Village Post Office,Mitraon,,,110043,,28.67333333,77.04694444,0,SubCentre,Delhi,South-West,Najafgarh,\N
5530,SC Pochanpur,Nani ka Makan,Village Pochanpur,Near Dharna Kuan,,110077,,28.6675,77.17444444,0,SubCentre,Delhi,South-West,Dwarka,\N
5531,SC Harijan Basti,H.No. 49,Sec-7 Dwarka,Near Gas Agency,,110045,,28.64555556,77.13194444,0,SubCentre,Delhi,South-West,Dwarka,\N
5533,SC Dhansa,Village Post Office,Dhansa,,,110073,,28.58333333,76.87666667,0,SubCentre,Delhi,South-West,Najafgarh,\N
5534,SC Mundela Kala,Village Post Office,Mundela Kala,,,110073,,28.72611111,77.00694444,0,SubCentre,Delhi,South-West,Najafgarh,\N
5535,SC Ghumanhera,Village Post Office,Ghumanhera,,,110073,,28.6625,76.98388889,0,SubCentre,Delhi,South-West,Najafgarh,\N
5537,Sub Centre Bhartal,Village Post Office,Bhartal,Chaupal,,110061,,28.543711,77.04815,0,SubCentre,Delhi,South-West,Najafgarh,\N
5539,Sub Centre Issapur,MCD Dispensary Building,Issapur,Dispensary Building,,110061,,28.5756,76.8674,0,SubCentre,Delhi,South-West,Najafgarh,\N
5673,DGD District Court Dwarka,Near Metro Station,Sec-10 Dwarka,,,110075,,28.580093,77.059857,0,Dispensaries,Delhi,South-West,Dwarka,\N
5705,National Institute of TB and Respiratory Diseases,NITRD,"Sri Aurobindo Marg, Near Qutub minar",Near Qutub minar,Mehrauli,110030,"11,26,51,78,29,26,51,10,00,00,00,00,00,00,00,00,00,00,00,00,000",28.5289769,77.188655,244,>500 Bedded Hospital,Delhi,South,Mehrauli,\N
5707,"Sports Injury Centre, Safdarjung Hospital  (Part of SJH), New Delhi",Sport Injury complex,Ansari Nagar West,Safdarjung hospital,Safdarjung,110029,011-26181908,28.5675882,77.2027439,0,<100 Bedded Hospital,Delhi,New Delhi,Vasant Vihar,\N
5708,"Vallabhbhai Patel Chest Institute (VPCI), Delhi University,","Vallabhbhai Patel Chest Institute (VPCI), Delhi University,",North campus University of Delhi,"Vijay Nagar Marag, University of Delhi",Vijay Nagar Marag,110007,"27667441, 011-27402406",28.690637,77.20994,0,100-500 Bedded Hospital,Delhi,Central,Civil Lines,\N
6383,CGHS Malviya Nagar,"Senior Secondary School, Nil Block, Shri Ram Lane Malviya Nagar, New Delhi","Senior Secondary School, Nil Block, Shri Ram Lane Malviya Nagar, New Delhi","Senior Secondary School, Nil Block, Shri Ram Lane Malviya Nagar, New Delhi",13,110017,26671494,28.533937,77.212197,0,Dispensaries,Delhi,South,Hauz Khas,\N
6480,Vardaan Hospital,"- Near Post Office, 100, Malviya Nagar, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017","- Near Post Office, 100, Malviya Nagar, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017","- Near Post Office, 100, Malviya Nagar, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017",,110017,26689911,28.5368,77.21585,0,<100 Bedded Hospital,Delhi,South,Hauz Khas,\N
6481,Vinaya Bhawan Mty Centre,"DDA Flats, 19/564, JJ Colony, Madangir, New Delhi, Delhi 110044","DDA Flats, 19/564, JJ Colony, Madangir, New Delhi, Delhi 110044","DDA Flats, 19/564, JJ Colony, Madangir, New Delhi, Delhi 110044",18,110044,29963260,28.51992,77.230456,0,<100 Bedded Hospital,Delhi,South,Hauz Khas,\N
6482,Max Health Care Hospital,"1,2, Press Enclave Road, Mandir Marg, Saket, New Delhi, Delhi 110017","1,2, Press Enclave Road, Mandir Marg, Saket, New Delhi, Delhi 110017","1,2, Press Enclave Road, Mandir Marg, Saket, New Delhi, Delhi 110017",16,110017,26515050,28.527434,77.211563,0,100-500 Bedded Hospital,Delhi,South,Saket,\N
6484,Rockland Hospital,"B-33-34, Qutab Institutional Area, Katwaria Sarai, New Delhi, Delhi 110016","B-33-34, Qutab Institutional Area, Katwaria Sarai, New Delhi, Delhi 110016","B-33-34, Qutab Institutional Area, Katwaria Sarai, New Delhi, Delhi 110016",42,110016,47667100,28.5596,77.1814,0,100-500 Bedded Hospital,Delhi,South,Mehrauli,\N
6485,Sunil Hospital and Nursing Home,"15/199, Geetanjali Marg, Block E, Malviya Nagar, New Delhi, Delhi 110017","15/199, Geetanjali Marg, Block E, Malviya Nagar, New Delhi, Delhi 110017","15/199, Geetanjali Marg, Block E, Malviya Nagar, New Delhi, Delhi 110017",13,110017,1126680247,28.53419,77.2146,0,<100 Bedded Hospital,Delhi,South,Hauz Khas,\N
6486,Vibhu Nursing Home,"11/137,138, Malviya Nagar, New Delhi, Delhi 110017","11/137,138, Malviya Nagar, New Delhi, Delhi 110017","11/137,138, Malviya Nagar, New Delhi, Delhi 110017",13,110017,2668 3681,28.534898,77.20856,0,<100 Bedded Hospital,Delhi,South,Hauz Khas,\N
6487,Aman Medical Centre,"1061 /7, Dargah Street, Mehrauli, New Delhi, Delhi 110030","1061 /7, Dargah Street, Mehrauli, New Delhi, Delhi 110030","1061 /7, Dargah Street, Mehrauli, New Delhi, Delhi 110030",26,110030,011 2664 5113,28.514283,77.1795,0,<100 Bedded Hospital,Delhi,South,Mehrauli,\N
6488,"Max Smart Super Specialty Hospital, Saket???ÿ","Saket Institutional Area, Saket, New Delhi, Delhi 110017","Saket Institutional Area, Saket, New Delhi, Delhi 110017","Saket Institutional Area, Saket, New Delhi, Delhi 110017",16,110017,011 4069 9999,28.527537,77.212492,0,100-500 Bedded Hospital,Delhi,South,Saket,\N
6489,Bhagwati Hospital,"1/113, Desu Road, Near Dreamland School, Mehrauli, New Delhi, Delhi 110030","1/113, Desu Road, Near Dreamland School, Mehrauli, New Delhi, Delhi 110030","1/113, Desu Road, Near Dreamland School, Mehrauli, New Delhi, Delhi 110030",26,110030,011 2664 3304,28.52417,77.1786,0,<100 Bedded Hospital,Delhi,South,Mehrauli,\N
6490,Healing Touch Hospital,"???ÿPanchsheel Enclave, No. 7/5,, Sarva Priya Vihar, New Delhi, Delhi 110016","???ÿPanchsheel Enclave, No. 7/5,, Sarva Priya Vihar, New Delhi, Delhi 110016","???ÿPanchsheel Enclave, No. 7/5,, Sarva Priya Vihar, New Delhi, Delhi 110016",66,110016,011 4727 2800,28.5427967,77.207279,0,<100 Bedded Hospital,Delhi,South,Hauz Khas,\N
6492,Leekha Nursing Home,"Likhas???ÿNursing Home,D-62,???ÿHauz Khas, Delhi - 110016","Likhas???ÿNursing Home,D-62,???ÿHauz Khas, Delhi - 110016","Likhas???ÿNursing Home,D-62,???ÿHauz Khas, Delhi - 110016",8,110016,2659203,28.549449,77.200137,0,<100 Bedded Hospital,Delhi,South,Hauz Khas,\N
